dt,S1,S2,S3,S5,S6,network_min,network_max,network_mean,network_range
2025-07-04 21:48:51,7.0,4.0,7.0,33.0,0.0,0.0,33.0,10.2,33.0
2025-07-04 21:48:52,8.0,4.0,8.0,33.0,0.0,0.0,33.0,10.6,33.0
2025-07-04 21:48:53,9.0,4.0,8.0,33.0,0.0,0.0,33.0,10.8,33.0
2025-07-04 21:48:54,9.0,4.0,7.0,33.0,0.0,0.0,33.0,10.6,33.0
2025-07-04 21:48:55,8.0,5.0,7.0,33.0,0.0,0.0,33.0,10.6,33.0
2025-07-04 21:48:56,8.0,5.0,8.0,32.0,0.0,0.0,32.0,10.6,32.0
2025-07-04 21:48:57,8.0,5.0,8.0,33.0,0.0,0.0,33.0,10.8,33.0
2025-07-04 21:48:58,8.0,5.0,7.0,34.0,0.0,0.0,34.0,10.8,34.0
2025-07-04 21:48:59,9.0,5.0,7.0,34.0,0.0,0.0,34.0,11.0,34.0
2025-07-04 21:49:00,9.0,5.0,7.0,34.0,0.0,0.0,34.0,11.0,34.0
2025-07-04 21:49:01,8.0,5.0,7.0,32.0,0.0,0.0,32.0,10.4,32.0
2025-07-04 21:49:02,8.0,6.0,7.0,35.0,0.0,0.0,35.0,11.2,35.0
2025-07-04 21:49:03,7.0,6.0,7.0,36.0,0.0,0.0,36.0,11.2,36.0
2025-07-04 21:49:04,7.0,7.0,7.0,36.0,0.0,0.0,36.0,11.4,36.0
2025-07-04 21:49:05,7.0,7.0,7.0,35.0,0.0,0.0,35.0,11.2,35.0
2025-07-04 21:49:06,7.0,7.0,7.0,35.0,0.0,0.0,35.0,11.2,35.0
2025-07-04 21:49:07,8.0,8.0,7.0,33.0,0.0,0.0,33.0,11.2,33.0
2025-07-04 21:49:08,8.0,8.0,8.0,33.0,0.0,0.0,33.0,11.4,33.0
2025-07-04 21:49:09,8.0,8.0,7.0,33.0,0.0,0.0,33.0,11.2,33.0
2025-07-04 21:49:10,6.0,9.0,7.0,30.0,0.0,0.0,30.0,10.4,30.0
2025-07-04 21:49:11,6.0,9.0,7.0,32.0,0.0,0.0,32.0,10.8,32.0
2025-07-04 21:49:12,7.0,10.0,8.0,32.0,0.0,0.0,32.0,11.4,32.0
2025-07-04 21:49:13,7.0,11.0,8.0,35.0,0.0,0.0,35.0,12.2,35.0
2025-07-04 21:49:14,7.0,10.0,8.0,35.0,0.0,0.0,35.0,12.0,35.0
2025-07-04 21:49:15,7.0,11.0,9.0,36.0,0.0,0.0,36.0,12.6,36.0
2025-07-04 21:49:16,6.0,10.0,9.0,36.0,0.0,0.0,36.0,12.2,36.0
2025-07-04 21:49:17,6.0,10.0,9.0,36.0,0.0,0.0,36.0,12.2,36.0
2025-07-04 21:49:18,7.0,12.0,8.0,34.0,0.0,0.0,34.0,12.2,34.0
2025-07-04 21:49:19,7.0,13.0,8.0,35.0,0.0,0.0,35.0,12.6,35.0
2025-07-04 21:49:20,7.0,14.0,8.0,34.0,0.0,0.0,34.0,12.6,34.0
2025-07-04 21:49:21,7.0,14.0,8.0,33.0,0.0,0.0,33.0,12.4,33.0
2025-07-04 21:49:22,8.0,12.0,8.0,34.0,0.0,0.0,34.0,12.4,34.0
2025-07-04 21:49:23,8.0,13.0,8.0,31.0,0.0,0.0,31.0,12.0,31.0
2025-07-04 21:49:24,8.0,13.0,8.0,30.0,0.0,0.0,30.0,11.8,30.0
2025-07-04 21:49:25,8.0,12.0,7.0,27.0,0.0,0.0,27.0,10.8,27.0
2025-07-04 21:49:26,8.0,13.0,7.0,28.0,0.0,0.0,28.0,11.2,28.0
2025-07-04 21:49:27,8.0,13.0,7.0,28.0,0.0,0.0,28.0,11.2,28.0
2025-07-04 21:49:28,8.0,15.0,7.0,28.0,0.0,0.0,28.0,11.6,28.0
2025-07-04 21:49:29,8.0,15.0,7.0,28.0,1.0,1.0,28.0,11.8,27.0
2025-07-04 21:49:30,7.0,13.0,7.0,27.0,1.0,1.0,27.0,11.0,26.0
2025-07-04 21:49:31,7.0,14.0,7.0,27.0,1.0,1.0,27.0,11.2,26.0
2025-07-04 21:49:32,7.0,14.0,9.0,26.0,1.0,1.0,26.0,11.4,25.0
2025-07-04 21:49:33,7.0,13.0,8.0,27.0,1.0,1.0,27.0,11.2,26.0
2025-07-04 21:49:34,8.0,13.0,8.0,27.0,1.0,1.0,27.0,11.4,26.0
2025-07-04 21:49:35,7.0,14.0,10.0,28.0,1.0,1.0,28.0,12.0,27.0
2025-07-04 21:49:36,7.0,14.0,11.0,30.0,1.0,1.0,30.0,12.6,29.0
2025-07-04 21:49:37,7.0,10.0,12.0,29.0,0.0,0.0,29.0,11.6,29.0
2025-07-04 21:49:38,7.0,10.0,11.0,29.0,0.0,0.0,29.0,11.4,29.0
2025-07-04 21:49:39,7.0,10.0,11.0,30.0,0.0,0.0,30.0,11.6,30.0
2025-07-04 21:49:40,6.0,8.0,11.0,31.0,0.0,0.0,31.0,11.2,31.0
2025-07-04 21:49:41,5.0,8.0,11.0,30.0,0.0,0.0,30.0,10.8,30.0
2025-07-04 21:49:42,5.0,7.0,11.0,27.0,0.0,0.0,27.0,10.0,27.0
2025-07-04 21:49:43,5.0,7.0,11.0,27.0,0.0,0.0,27.0,10.0,27.0
2025-07-04 21:49:44,6.0,8.0,11.0,26.0,0.0,0.0,26.0,10.2,26.0
2025-07-04 21:49:45,6.0,7.0,10.0,26.0,0.0,0.0,26.0,9.8,26.0
2025-07-04 21:49:46,6.0,7.0,10.0,24.0,0.0,0.0,24.0,9.4,24.0
2025-07-04 21:49:47,6.0,6.0,10.0,24.0,0.0,0.0,24.0,9.2,24.0
2025-07-04 21:49:48,9.0,6.0,11.0,26.0,0.0,0.0,26.0,10.4,26.0
2025-07-04 21:49:49,8.0,5.0,11.0,25.0,0.0,0.0,25.0,9.8,25.0
2025-07-04 21:49:50,8.0,5.0,11.0,25.0,0.0,0.0,25.0,9.8,25.0
2025-07-04 21:49:51,9.0,5.0,11.0,23.0,0.0,0.0,23.0,9.6,23.0
2025-07-04 21:49:52,9.0,6.0,11.0,23.0,0.0,0.0,23.0,9.8,23.0
2025-07-04 21:49:53,10.0,6.0,11.0,21.0,0.0,0.0,21.0,9.6,21.0
2025-07-04 21:49:54,10.0,6.0,11.0,20.0,0.0,0.0,20.0,9.4,20.0
2025-07-04 21:49:55,12.0,6.0,10.0,20.0,0.0,0.0,20.0,9.6,20.0
2025-07-04 21:49:56,9.0,6.0,10.0,17.0,0.0,0.0,17.0,8.4,17.0
2025-07-04 21:49:57,10.0,7.0,10.0,18.0,0.0,0.0,18.0,9.0,18.0
2025-07-04 21:49:58,10.0,7.0,10.0,19.0,0.0,0.0,19.0,9.2,19.0
2025-07-04 21:49:59,10.0,7.0,10.0,19.0,0.0,0.0,19.0,9.2,19.0
2025-07-04 21:50:00,9.0,7.0,10.0,19.0,0.0,0.0,19.0,9.0,19.0
2025-07-04 21:50:01,9.0,7.0,10.0,20.0,0.0,0.0,20.0,9.2,20.0
2025-07-04 21:50:02,9.0,6.0,10.0,21.0,0.0,0.0,21.0,9.2,21.0
2025-07-04 21:50:03,8.0,6.0,10.0,22.0,0.0,0.0,22.0,9.2,22.0
2025-07-04 21:50:04,7.0,8.0,8.0,24.0,0.0,0.0,24.0,9.4,24.0
2025-07-04 21:50:05,6.0,8.0,8.0,23.0,0.0,0.0,23.0,9.0,23.0
2025-07-04 21:50:06,6.0,7.0,8.0,23.0,0.0,0.0,23.0,8.8,23.0
2025-07-04 21:50:07,6.0,7.0,9.0,22.0,0.0,0.0,22.0,8.8,22.0
2025-07-04 21:50:08,6.0,8.0,9.0,22.0,0.0,0.0,22.0,9.0,22.0
2025-07-04 21:50:09,6.0,8.0,9.0,20.0,0.0,0.0,20.0,8.6,20.0
2025-07-04 21:50:10,5.0,8.0,8.0,20.0,0.0,0.0,20.0,8.2,20.0
2025-07-04 21:50:11,6.0,8.0,8.0,20.0,0.0,0.0,20.0,8.4,20.0
2025-07-04 21:50:12,5.0,8.0,8.0,21.0,0.0,0.0,21.0,8.4,21.0
2025-07-04 21:50:13,6.0,8.0,8.0,21.0,0.0,0.0,21.0,8.6,21.0
2025-07-04 21:50:14,6.0,8.0,8.0,21.0,0.0,0.0,21.0,8.6,21.0
2025-07-04 21:50:15,7.0,8.0,8.0,21.0,0.0,0.0,21.0,8.8,21.0
2025-07-04 21:50:16,5.0,8.0,8.0,22.0,0.0,0.0,22.0,8.6,22.0
2025-07-04 21:50:17,5.0,8.0,8.0,22.0,0.0,0.0,22.0,8.6,22.0
2025-07-04 21:50:18,5.0,9.0,8.0,22.0,0.0,0.0,22.0,8.8,22.0
2025-07-04 21:50:19,6.0,9.0,8.0,22.0,0.0,0.0,22.0,9.0,22.0
2025-07-04 21:50:20,6.0,9.0,8.0,24.0,0.0,0.0,24.0,9.4,24.0
2025-07-04 21:50:21,6.0,8.0,8.0,25.0,0.0,0.0,25.0,9.4,25.0
2025-07-04 21:50:22,5.0,8.0,8.0,24.0,0.0,0.0,24.0,9.0,24.0
2025-07-04 21:50:23,5.0,8.0,8.0,23.0,0.0,0.0,23.0,8.8,23.0
2025-07-04 21:50:24,5.0,8.0,7.0,24.0,0.0,0.0,24.0,8.8,24.0
2025-07-04 21:50:25,5.0,8.0,7.0,23.0,0.0,0.0,23.0,8.6,23.0
2025-07-04 21:50:26,5.0,10.0,7.0,21.0,0.0,0.0,21.0,8.6,21.0
2025-07-04 21:50:27,5.0,10.0,7.0,21.0,0.0,0.0,21.0,8.6,21.0
2025-07-04 21:50:28,5.0,8.0,7.0,20.0,0.0,0.0,20.0,8.0,20.0
2025-07-04 21:50:29,5.0,8.0,7.0,18.0,0.0,0.0,18.0,7.6,18.0
2025-07-04 21:50:30,5.0,8.0,7.0,18.0,0.0,0.0,18.0,7.6,18.0
2025-07-04 21:50:31,8.0,9.0,7.0,16.0,0.0,0.0,16.0,8.0,16.0
2025-07-04 21:50:32,8.0,8.0,7.0,16.0,0.0,0.0,16.0,7.8,16.0
2025-07-04 21:50:33,9.0,8.0,7.0,17.0,0.0,0.0,17.0,8.2,17.0
2025-07-04 21:50:34,10.0,8.0,7.0,17.0,0.0,0.0,17.0,8.4,17.0
2025-07-04 21:50:35,10.0,8.0,7.0,16.0,0.0,0.0,16.0,8.2,16.0
2025-07-04 21:50:36,11.0,8.0,6.0,16.0,0.0,0.0,16.0,8.2,16.0
2025-07-04 21:50:37,11.0,8.0,6.0,16.0,0.0,0.0,16.0,8.2,16.0
2025-07-04 21:50:38,9.0,8.0,6.0,15.0,0.0,0.0,15.0,7.6,15.0
2025-07-04 21:50:39,8.0,8.0,6.0,15.0,0.0,0.0,15.0,7.4,15.0
2025-07-04 21:50:40,8.0,8.0,6.0,15.0,0.0,0.0,15.0,7.4,15.0
2025-07-04 21:50:41,8.0,8.0,6.0,15.0,0.0,0.0,15.0,7.4,15.0
2025-07-04 21:50:42,8.0,8.0,6.0,14.0,0.0,0.0,14.0,7.2,14.0
2025-07-04 21:50:43,9.0,8.0,5.0,15.0,0.0,0.0,15.0,7.4,15.0
2025-07-04 21:50:44,9.0,7.0,5.0,15.0,0.0,0.0,15.0,7.2,15.0
2025-07-04 21:50:45,8.0,7.0,5.0,15.0,0.0,0.0,15.0,7.0,15.0
2025-07-04 21:50:46,8.0,8.0,5.0,15.0,0.0,0.0,15.0,7.2,15.0
2025-07-04 21:50:47,8.0,8.0,5.0,15.0,0.0,0.0,15.0,7.2,15.0
2025-07-04 21:50:48,8.0,8.0,5.0,14.0,0.0,0.0,14.0,7.0,14.0
2025-07-04 21:50:49,8.0,7.0,5.0,14.0,0.0,0.0,14.0,6.8,14.0
2025-07-04 21:50:50,7.0,8.0,5.0,13.0,0.0,0.0,13.0,6.6,13.0
2025-07-04 21:50:51,7.0,8.0,4.0,13.0,0.0,0.0,13.0,6.4,13.0
2025-07-04 21:50:52,7.0,6.0,4.0,16.0,0.0,0.0,16.0,6.6,16.0
2025-07-04 21:50:53,7.0,6.0,5.0,16.0,0.0,0.0,16.0,6.8,16.0
2025-07-04 21:50:54,7.0,5.0,5.0,17.0,0.0,0.0,17.0,6.8,17.0
2025-07-04 21:50:55,6.0,5.0,5.0,17.0,0.0,0.0,17.0,6.6,17.0
2025-07-04 21:50:56,5.0,7.0,5.0,18.0,0.0,0.0,18.0,7.0,18.0
2025-07-04 21:50:57,5.0,7.0,5.0,20.0,0.0,0.0,20.0,7.4,20.0
2025-07-04 21:50:58,6.0,7.0,5.0,21.0,0.0,0.0,21.0,7.8,21.0
2025-07-04 21:50:59,5.0,7.0,5.0,21.0,0.0,0.0,21.0,7.6,21.0
2025-07-04 21:51:00,5.0,7.0,5.0,23.0,0.0,0.0,23.0,8.0,23.0
2025-07-04 21:51:01,6.0,7.0,5.0,23.0,0.0,0.0,23.0,8.2,23.0
2025-07-04 21:51:02,6.0,7.0,6.0,23.0,0.0,0.0,23.0,8.4,23.0
2025-07-04 21:51:03,7.0,9.0,6.0,24.0,0.0,0.0,24.0,9.2,24.0
2025-07-04 21:51:04,7.0,9.0,6.0,24.0,0.0,0.0,24.0,9.2,24.0
2025-07-04 21:51:05,7.0,9.0,6.0,24.0,0.0,0.0,24.0,9.2,24.0
2025-07-04 21:51:06,7.0,9.0,6.0,26.0,0.0,0.0,26.0,9.6,26.0
2025-07-04 21:51:07,6.0,9.0,6.0,23.0,0.0,0.0,23.0,8.8,23.0
2025-07-04 21:51:08,6.0,10.0,6.0,22.0,0.0,0.0,22.0,8.8,22.0
2025-07-04 21:51:09,7.0,12.0,7.0,20.0,0.0,0.0,20.0,9.2,20.0
2025-07-04 21:51:10,7.0,13.0,6.0,19.0,0.0,0.0,19.0,9.0,19.0
2025-07-04 21:51:11,6.0,14.0,6.0,19.0,0.0,0.0,19.0,9.0,19.0
2025-07-04 21:51:12,6.0,12.0,7.0,17.0,0.0,0.0,17.0,8.4,17.0
2025-07-04 21:51:13,5.0,12.0,7.0,18.0,0.0,0.0,18.0,8.4,18.0
2025-07-04 21:51:14,5.0,12.0,7.0,18.0,0.0,0.0,18.0,8.4,18.0
2025-07-04 21:51:15,4.0,13.0,7.0,18.0,0.0,0.0,18.0,8.4,18.0
2025-07-04 21:51:16,4.0,13.0,8.0,18.0,0.0,0.0,18.0,8.6,18.0
2025-07-04 21:51:17,4.0,14.0,9.0,17.0,0.0,0.0,17.0,8.8,17.0
2025-07-04 21:51:18,4.0,14.0,9.0,19.0,0.0,0.0,19.0,9.2,19.0
2025-07-04 21:51:19,4.0,14.0,8.0,19.0,0.0,0.0,19.0,9.0,19.0
2025-07-04 21:51:20,4.0,12.0,8.0,20.0,0.0,0.0,20.0,8.8,20.0
2025-07-04 21:51:21,4.0,12.0,9.0,19.0,0.0,0.0,19.0,8.8,19.0
2025-07-04 21:51:22,5.0,10.0,9.0,19.0,0.0,0.0,19.0,8.6,19.0
2025-07-04 21:51:23,5.0,9.0,9.0,19.0,0.0,0.0,19.0,8.4,19.0
2025-07-04 21:51:24,5.0,9.0,8.0,21.0,0.0,0.0,21.0,8.6,21.0
2025-07-04 21:51:25,4.0,9.0,9.0,17.0,0.0,0.0,17.0,7.8,17.0
2025-07-04 21:51:26,4.0,8.0,9.0,18.0,0.0,0.0,18.0,7.8,18.0
2025-07-04 21:51:27,5.0,10.0,9.0,18.0,0.0,0.0,18.0,8.4,18.0
2025-07-04 21:51:28,3.0,11.0,9.0,18.0,0.0,0.0,18.0,8.2,18.0
2025-07-04 21:51:29,3.0,10.0,9.0,18.0,0.0,0.0,18.0,8.0,18.0
2025-07-04 21:51:30,3.0,10.0,8.0,19.0,0.0,0.0,19.0,8.0,19.0
2025-07-04 21:51:31,3.0,11.0,8.0,18.0,0.0,0.0,18.0,8.0,18.0
2025-07-04 21:51:32,3.0,12.0,8.0,18.0,0.0,0.0,18.0,8.2,18.0
2025-07-04 21:51:33,3.0,12.0,8.0,16.0,0.0,0.0,16.0,7.8,16.0
2025-07-04 21:51:34,2.0,12.0,8.0,16.0,0.0,0.0,16.0,7.6,16.0
2025-07-04 21:51:35,2.0,14.0,8.0,16.0,0.0,0.0,16.0,8.0,16.0
2025-07-04 21:51:36,2.0,13.0,8.0,16.0,0.0,0.0,16.0,7.8,16.0
2025-07-04 21:51:37,3.0,13.0,8.0,16.0,0.0,0.0,16.0,8.0,16.0
2025-07-04 21:51:38,3.0,14.0,8.0,14.0,0.0,0.0,14.0,7.8,14.0
2025-07-04 21:51:39,2.0,14.0,8.0,13.0,0.0,0.0,14.0,7.4,14.0
2025-07-04 21:51:40,3.0,13.0,7.0,13.0,1.0,1.0,13.0,7.4,12.0
2025-07-04 21:51:41,3.0,12.0,7.0,12.0,1.0,1.0,12.0,7.0,11.0
2025-07-04 21:51:42,7.0,12.0,7.0,13.0,1.0,1.0,13.0,8.0,12.0
2025-07-04 21:51:43,7.0,11.0,7.0,14.0,1.0,1.0,14.0,8.0,13.0
2025-07-04 21:51:44,7.0,11.0,7.0,14.0,1.0,1.0,14.0,8.0,13.0
2025-07-04 21:51:45,8.0,11.0,7.0,16.0,0.0,0.0,16.0,8.4,16.0
2025-07-04 21:51:46,9.0,11.0,7.0,16.0,0.0,0.0,16.0,8.6,16.0
2025-07-04 21:51:47,10.0,11.0,7.0,16.0,1.0,1.0,16.0,9.0,15.0
2025-07-04 21:51:48,10.0,10.0,7.0,18.0,0.0,0.0,18.0,9.0,18.0
2025-07-04 21:51:49,10.0,10.0,7.0,18.0,0.0,0.0,18.0,9.0,18.0
2025-07-04 21:51:50,9.0,9.0,7.0,19.0,0.0,0.0,19.0,8.8,19.0
2025-07-04 21:51:51,6.0,9.0,7.0,19.0,0.0,0.0,19.0,8.2,19.0
2025-07-04 21:51:52,11.0,9.0,10.0,17.0,0.0,0.0,17.0,9.4,17.0
2025-07-04 21:51:53,10.0,8.0,10.0,17.0,0.0,0.0,17.0,9.0,17.0
2025-07-04 21:51:54,10.0,8.0,10.0,15.0,0.0,0.0,15.0,8.6,15.0
2025-07-04 21:51:55,9.0,7.0,10.0,16.0,0.0,0.0,16.0,8.4,16.0
2025-07-04 21:51:56,9.0,7.0,10.0,16.0,0.0,0.0,16.0,8.4,16.0
2025-07-04 21:51:57,9.0,8.0,9.0,15.0,0.0,0.0,15.0,8.2,15.0
2025-07-04 21:51:58,10.0,8.0,9.0,15.0,0.0,0.0,15.0,8.4,15.0
2025-07-04 21:51:59,10.0,9.0,8.0,15.0,0.0,0.0,15.0,8.4,15.0
2025-07-04 21:52:00,10.0,10.0,9.0,16.0,0.0,0.0,16.0,9.0,16.0
2025-07-04 21:52:01,9.0,10.0,9.0,16.0,0.0,0.0,16.0,8.8,16.0
2025-07-04 21:52:02,9.0,10.0,8.0,14.0,0.0,0.0,14.0,8.2,14.0
2025-07-04 21:52:03,8.0,10.0,8.0,15.0,0.0,0.0,15.0,8.2,15.0
2025-07-04 21:52:04,8.0,9.0,9.0,13.0,0.0,0.0,13.0,7.8,13.0
2025-07-04 21:52:05,6.0,10.0,9.0,13.0,0.0,0.0,13.0,7.6,13.0
2025-07-04 21:52:06,6.0,10.0,9.0,13.0,0.0,0.0,13.0,7.6,13.0
2025-07-04 21:52:07,6.0,9.0,8.0,13.0,0.0,0.0,13.0,7.2,13.0
2025-07-04 21:52:08,6.0,10.0,8.0,12.0,0.0,0.0,12.0,7.2,12.0
2025-07-04 21:52:09,6.0,10.0,8.0,12.0,0.0,0.0,12.0,7.2,12.0
2025-07-04 21:52:10,6.0,10.0,8.0,13.0,0.0,0.0,13.0,7.4,13.0
2025-07-04 21:52:11,6.0,10.0,8.0,12.0,0.0,0.0,12.0,7.2,12.0
2025-07-04 21:52:12,5.0,10.0,8.0,12.0,0.0,0.0,12.0,7.0,12.0
2025-07-04 21:52:13,6.0,10.0,8.0,10.0,0.0,0.0,10.0,6.8,10.0
2025-07-04 21:52:14,6.0,11.0,9.0,10.0,0.0,0.0,11.0,7.2,11.0
2025-07-04 21:52:15,5.0,11.0,9.0,10.0,0.0,0.0,11.0,7.0,11.0
2025-07-04 21:52:16,5.0,11.0,10.0,10.0,0.0,0.0,11.0,7.2,11.0
2025-07-04 21:52:17,5.0,10.0,10.0,10.0,0.0,0.0,10.0,7.0,10.0
2025-07-04 21:52:18,6.0,10.0,10.0,11.0,0.0,0.0,11.0,7.4,11.0
2025-07-04 21:52:19,6.0,10.0,8.0,10.0,0.0,0.0,10.0,6.8,10.0
2025-07-04 21:52:20,5.0,11.0,8.0,10.0,0.0,0.0,11.0,6.8,11.0
2025-07-04 21:52:21,5.0,10.0,7.0,10.0,0.0,0.0,10.0,6.4,10.0
2025-07-04 21:52:22,6.0,10.0,7.0,11.0,0.0,0.0,11.0,6.8,11.0
2025-07-04 21:52:23,6.0,10.0,7.0,10.0,0.0,0.0,10.0,6.6,10.0
2025-07-04 21:52:24,7.0,10.0,7.0,10.0,0.0,0.0,10.0,6.8,10.0
2025-07-04 21:52:25,7.0,10.0,7.0,11.0,0.0,0.0,11.0,7.0,11.0
2025-07-04 21:52:26,5.0,10.0,7.0,11.0,0.0,0.0,11.0,6.6,11.0
2025-07-04 21:52:27,5.0,10.0,7.0,13.0,0.0,0.0,13.0,7.0,13.0
2025-07-04 21:52:28,5.0,10.0,7.0,13.0,0.0,0.0,13.0,7.0,13.0
2025-07-04 21:52:29,6.0,9.0,7.0,11.0,0.0,0.0,11.0,6.6,11.0
2025-07-04 21:52:30,6.0,9.0,7.0,11.0,1.0,1.0,11.0,6.8,10.0
2025-07-04 21:52:31,6.0,10.0,7.0,11.0,1.0,1.0,11.0,7.0,10.0
2025-07-04 21:52:32,7.0,10.0,7.0,11.0,1.0,1.0,11.0,7.2,10.0
2025-07-04 21:52:33,7.0,9.0,8.0,11.0,1.0,1.0,11.0,7.2,10.0
2025-07-04 21:52:34,7.0,10.0,8.0,11.0,1.0,1.0,11.0,7.4,10.0
2025-07-04 21:52:35,7.0,10.0,9.0,12.0,1.0,1.0,12.0,7.8,11.0
2025-07-04 21:52:36,6.0,9.0,9.0,11.0,1.0,1.0,11.0,7.2,10.0
2025-07-04 21:52:37,6.0,9.0,9.0,13.0,1.0,1.0,13.0,7.6,12.0
2025-07-04 21:52:38,6.0,9.0,8.0,13.0,1.0,1.0,13.0,7.4,12.0
2025-07-04 21:52:39,5.0,9.0,8.0,12.0,1.0,1.0,12.0,7.0,11.0
2025-07-04 21:52:40,5.0,9.0,8.0,12.0,0.0,0.0,12.0,6.8,12.0
2025-07-04 21:52:41,6.0,10.0,8.0,11.0,0.0,0.0,11.0,7.0,11.0
2025-07-04 21:52:42,6.0,10.0,8.0,11.0,0.0,0.0,11.0,7.0,11.0
2025-07-04 21:52:43,6.0,10.0,8.0,12.0,1.0,1.0,12.0,7.4,11.0
2025-07-04 21:52:44,6.0,10.0,8.0,12.0,1.0,1.0,12.0,7.4,11.0
2025-07-04 21:52:45,6.0,11.0,8.0,12.0,1.0,1.0,12.0,7.6,11.0
2025-07-04 21:52:46,4.0,11.0,7.0,9.0,1.0,1.0,11.0,6.4,10.0
2025-07-04 21:52:47,4.0,11.0,6.0,9.0,1.0,1.0,11.0,6.2,10.0
2025-07-04 21:52:48,4.0,11.0,6.0,9.0,1.0,1.0,11.0,6.2,10.0
2025-07-04 21:52:49,4.0,11.0,5.0,9.0,1.0,1.0,11.0,6.0,10.0
2025-07-04 21:52:50,3.0,11.0,5.0,7.0,1.0,1.0,11.0,5.4,10.0
2025-07-04 21:52:51,3.0,11.0,5.0,7.0,1.0,1.0,11.0,5.4,10.0
2025-07-04 21:52:52,3.0,11.0,6.0,7.0,1.0,1.0,11.0,5.6,10.0
2025-07-04 21:52:53,4.0,11.0,6.0,9.0,1.0,1.0,11.0,6.2,10.0
2025-07-04 21:52:54,4.0,9.0,6.0,9.0,1.0,1.0,9.0,5.8,8.0
2025-07-04 21:52:55,2.0,9.0,6.0,9.0,1.0,1.0,9.0,5.4,8.0
2025-07-04 21:52:56,2.0,10.0,6.0,9.0,1.0,1.0,10.0,5.6,9.0
2025-07-04 21:52:57,2.0,9.0,6.0,10.0,0.0,0.0,10.0,5.4,10.0
2025-07-04 21:52:58,3.0,9.0,6.0,10.0,0.0,0.0,10.0,5.6,10.0
2025-07-04 21:52:59,3.0,9.0,5.0,11.0,0.0,0.0,11.0,5.6,11.0
2025-07-04 21:53:00,3.0,8.0,5.0,12.0,0.0,0.0,12.0,5.6,12.0
2025-07-04 21:53:01,3.0,8.0,6.0,13.0,0.0,0.0,13.0,6.0,13.0
2025-07-04 21:53:02,3.0,8.0,6.0,13.0,0.0,0.0,13.0,6.0,13.0
2025-07-04 21:53:03,4.0,8.0,6.0,12.0,0.0,0.0,12.0,6.0,12.0
2025-07-04 21:53:04,4.0,8.0,7.0,12.0,0.0,0.0,12.0,6.2,12.0
2025-07-04 21:53:05,5.0,9.0,7.0,11.0,0.0,0.0,11.0,6.4,11.0
2025-07-04 21:53:06,5.0,9.0,7.0,11.0,0.0,0.0,11.0,6.4,11.0
2025-07-04 21:53:07,5.0,9.0,7.0,9.0,0.0,0.0,9.0,6.0,9.0
2025-07-04 21:53:08,5.0,9.0,7.0,9.0,0.0,0.0,9.0,6.0,9.0
2025-07-04 21:53:09,5.0,8.0,7.0,8.0,0.0,0.0,8.0,5.6,8.0
2025-07-04 21:53:10,4.0,8.0,7.0,8.0,0.0,0.0,8.0,5.4,8.0
2025-07-04 21:53:11,4.0,8.0,7.0,8.0,0.0,0.0,8.0,5.4,8.0
2025-07-04 21:53:12,4.0,8.0,7.0,8.0,0.0,0.0,8.0,5.4,8.0
2025-07-04 21:53:13,4.0,8.0,8.0,8.0,0.0,0.0,8.0,5.6,8.0
2025-07-04 21:53:14,5.0,8.0,8.0,8.0,0.0,0.0,8.0,5.8,8.0
2025-07-04 21:53:15,6.0,8.0,7.0,8.0,0.0,0.0,8.0,5.8,8.0
2025-07-04 21:53:16,6.0,8.0,7.0,8.0,0.0,0.0,8.0,5.8,8.0
2025-07-04 21:53:17,5.0,8.0,7.0,8.0,0.0,0.0,8.0,5.6,8.0
2025-07-04 21:53:18,5.0,8.0,7.0,8.0,2.0,2.0,8.0,6.0,6.0
2025-07-04 21:53:19,5.0,7.0,7.0,8.0,3.0,3.0,8.0,6.0,5.0
2025-07-04 21:53:20,5.0,7.0,7.0,8.0,3.0,3.0,8.0,6.0,5.0
2025-07-04 21:53:21,5.0,6.0,6.0,9.0,4.0,4.0,9.0,6.0,5.0
2025-07-04 21:53:22,5.0,6.0,6.0,9.0,5.0,5.0,9.0,6.2,4.0
2025-07-04 21:53:23,5.0,7.0,6.0,9.0,6.0,5.0,9.0,6.6,4.0
2025-07-04 21:53:24,5.0,8.0,6.0,9.0,6.0,5.0,9.0,6.8,4.0
2025-07-04 21:53:25,5.0,8.0,6.0,9.0,6.0,5.0,9.0,6.8,4.0
2025-07-04 21:53:26,5.0,8.0,7.0,10.0,7.0,5.0,10.0,7.4,5.0
2025-07-04 21:53:27,4.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,5.0
2025-07-04 21:53:28,5.0,9.0,6.0,8.0,7.0,5.0,9.0,7.0,4.0
2025-07-04 21:53:29,5.0,8.0,6.0,8.0,8.0,5.0,8.0,7.0,3.0
2025-07-04 21:53:30,5.0,8.0,7.0,8.0,8.0,5.0,8.0,7.2,3.0
2025-07-04 21:53:31,3.0,9.0,7.0,8.0,8.0,3.0,9.0,7.0,6.0
2025-07-04 21:53:32,2.0,9.0,9.0,8.0,8.0,2.0,9.0,7.2,7.0
2025-07-04 21:53:33,2.0,9.0,9.0,8.0,7.0,2.0,9.0,7.0,7.0
2025-07-04 21:53:34,2.0,9.0,9.0,7.0,7.0,2.0,9.0,6.8,7.0
2025-07-04 21:53:35,2.0,10.0,9.0,7.0,7.0,2.0,10.0,7.0,8.0
