sigma0,K,tau,wrmse,scale
50.0,198.57142857142858,1942.857142857143,16.207593823239847,291144.4166628365
50.0,198.57142857142858,2108.5714285714284,16.20724286625291,292498.0619380756
50.0,198.57142857142858,2274.285714285714,16.206924500217504,293535.70402033237
50.0,198.57142857142858,2440.0,16.206635010498754,294329.2365391048
50.0,198.57142857142858,2605.714285714286,16.20637108499812,294932.85884062096
50.0,198.57142857142858,2771.4285714285716,16.206129805430404,295387.78586102783
50.0,198.57142857142858,2937.1428571428573,16.205908617238997,295725.62108999793
50.0,198.57142857142858,3102.857142857143,16.205705291433752,295970.79059652396
50.0,198.57142857142858,3268.571428571429,16.205517885212714,296142.31416794047
50.0,198.57142857142858,3434.2857142857147,16.205344704707944,296255.1052097785
50.0,198.57142857142858,3600.0,16.205184271291742,296320.93301867996
50.0,245.71428571428572,120.0,16.213375620642733,192307.1656902045
50.0,245.71428571428572,285.7142857142857,16.21306750347981,212928.37582691724
50.0,245.71428571428572,451.42857142857144,16.212522959370727,239801.88972592197
50.0,245.71428571428572,617.1428571428571,16.211865013160555,260416.09332208382
50.0,245.71428571428572,782.8571428571429,16.2111740774531,276093.1582713773
50.0,245.71428571428572,948.5714285714287,16.210496806336796,288051.72023141006
50.0,245.71428571428572,1114.2857142857142,16.209857341930014,297227.91521796363
50.0,245.71428571428572,1280.0,16.20926602447097,304324.81454229006
50.0,245.71428571428572,1445.7142857142858,16.20872540440742,309862.22387129033
50.0,245.71428571428572,1611.4285714285716,16.208233966320318,314221.9566032642
50.0,245.71428571428572,1777.1428571428573,16.207788282138,317684.64568478003
50.0,245.71428571428572,1942.857142857143,16.207384197742844,320457.60733510635
50.0,245.71428571428572,2108.5714285714284,16.207017457655628,322695.15950622066
50.0,245.71428571428572,2274.285714285714,16.20668401381932,324513.18929227465
50.0,245.71428571428572,2440.0,16.206380161252483,325999.5408247071
50.0,245.71428571428572,2605.714285714286,16.206102581415855,327221.43141015555
50.0,245.71428571428572,2771.4285714285716,16.205848338366962,328230.772104111
50.0,245.71428571428572,2937.1428571428573,16.2056148524913,329068.0117072692
50.0,245.71428571428572,3102.857142857143,16.205399865203784,329764.93665560195
50.0,245.71428571428572,3268.571428571429,16.205201401655827,330346.7281662036
50.0,245.71428571428572,3434.2857142857147,16.20501773496162,330833.48709766514
50.0,245.71428571428572,3600.0,16.204847353529217,331241.3742357995
50.0,292.8571428571429,120.0,16.213368715923284,194156.7662491942
50.0,292.8571428571429,285.7142857142857,16.213046365624297,219038.3277078741
50.0,292.8571428571429,451.42857142857144,16.212490642117523,249670.10769227243
50.0,292.8571428571429,617.1428571428571,16.21182445255265,273379.74109553004
50.0,292.8571428571429,782.8571428571429,16.21112685956534,291611.4619439105
50.0,292.8571428571429,948.5714285714287,16.21044338870996,305708.8747525768
50.0,292.8571428571429,1114.2857142857142,16.209797575350223,316695.8533277848
50.0,292.8571428571429,1280.0,16.209199544677794,325339.2874049951
50.0,292.8571428571429,1445.7142857142858,16.208651845501695,332207.6119880215
50.0,292.8571428571429,1611.4285714285716,16.208153052420162,337720.70841854904
